concept_code_1	concept_code_2	vocabulary_id_1	vocabulary_id_2	relationship_id	valid_start_date	valid_end_date	invalid_reason
"5-142"	"85785001"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-143"	"172523009"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-158"	"87021001"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-158.x"	"87021001"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-160"	"75149001"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-160.x"	"75149001"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-165.2"	"29358007"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-165.4"	"35829002"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-181.7"	"53352004"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-185"	"265303002"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-192"	"9225000"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"8-102"	"57660006"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"8-102.6"	"57660006"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"8-11"	"439794000"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"8-115"	"439204007"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"8-115.0"	"439204007"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"8-115.0"	"700503001"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"8-115.1"	"439204007"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"8-115.2"	"0020T"	"OPS"	"CPT4"	"Maps to"	"1970-01-01"	"2099-12-31"	
"8-115.2"	"439204007"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"8-115.4"	"439204007"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"8-115.x"	"439204007"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"8-119"	"439794000"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"8-119.0"	"427001005"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"8-119.0"	"439794000"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"8-119.x"	"439794000"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"8-119.x"	"6A9"	"OPS"	"ICD10PCS"	"Maps to"	"1970-01-01"	"2099-12-31"	
"8-120"	"173830003"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"8-132"	"26321008"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"8-159"	"277132007"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"8-159"	"85921004"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"8-159.x"	"277132007"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"8-159.x"	"85921004"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"8-200"	"76524001"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"8-200.0"	"23570"	"OPS"	"CPT4"	"Maps to"	"1970-01-01"	"2099-12-31"	
"8-200.0"	"699151009"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"8-200.1"	"23600"	"OPS"	"CPT4"	"Maps to"	"1970-01-01"	"2099-12-31"	
"8-200.1"	"439424008"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"8-200.1"	"90358006"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"8-200.3"	"90358006"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"8-200.5"	"25500"	"OPS"	"CPT4"	"Maps to"	"1970-01-01"	"2099-12-31"	
"8-200.5"	"439757009"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"8-200.6"	"25600"	"OPS"	"CPT4"	"Maps to"	"1970-01-01"	"2099-12-31"	
"8-200.6"	"76524001"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"8-200.8"	"76524001"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"8-200.a"	"25630"	"OPS"	"CPT4"	"Maps to"	"1970-01-01"	"2099-12-31"	
"8-200.a"	"76524001"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"8-200.b"	"83258007"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"8-200.d"	"708907008"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"8-200.d"	"76524001"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"8-200.e"	"27230"	"OPS"	"CPT4"	"Maps to"	"1970-01-01"	"2099-12-31"	
"8-200.e"	"76524001"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"8-200.h"	"76524001"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"8-200.j"	"699155000"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"8-200.s"	"28430"	"OPS"	"CPT4"	"Maps to"	"1970-01-01"	"2099-12-31"	
"8-200.s"	"699173002"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"8-200.t"	"28400"	"OPS"	"CPT4"	"Maps to"	"1970-01-01"	"2099-12-31"	
"8-200.u"	"76524001"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"8-200.v"	"179163003"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"8-200.v"	"28470"	"OPS"	"CPT4"	"Maps to"	"1970-01-01"	"2099-12-31"	
"8-200.w"	"28510"	"OPS"	"CPT4"	"Maps to"	"1970-01-01"	"2099-12-31"	
"8-200.w"	"70060006"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"8-200.x"	"76524001"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"8-201"	"58825001"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"8-213"	"7108004"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"1-204.0"	"182796001"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"1-204.1"	"171770006"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"1-204.1"	"265232001"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"1-204.2"	"231061006"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"1-204.2"	"265232001"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"1-204.5"	"231061006"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"1-205"	"42803009"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"1-206"	"51110005"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"1-207.0"	"54550000"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"1-207.1"	"18648009"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"1-207.2"	"252738008"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"1-207.3"	"54061003"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"1-208.0"	"284015009"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"1-208.2"	"398116004"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"1-208.3"	"398116004"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"1-208.4"	"397818004"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"1-208.6"	"284014008"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"1-208.8"	"252624005"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"1-208.x"	"446229003"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"1-20a.20"	"84728005"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"1-20b.0"	"252792007"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"1-20b.0"	"439248002"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"1-210"	"252738008"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"1-210"	"390822007"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"1-210"	"439248002"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"1-220.0"	"252832004"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"1-243"	"311684006"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"1-265.4"	"175131000"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"1-265.5"	"175131000"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"1-265.6"	"175131000"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"1-265.7"	"175131000"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"1-265.8"	"175131000"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"1-265.f"	"175131000"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"1-266.2"	"14769009"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"1-266.x"	"252425004"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"1-268.0"	"21032000"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"1-268.1"	"21032000"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"1-268.3"	"21032000"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"1-268.4"	"21032000"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"1-273.1"	"250555002"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"1-273.1"	"40403005"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"1-273.2"	"113021009"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"1-273.2"	"40403005"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"1-273.5"	"113021009"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"1-273.5"	"40403005"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"1-273.6"	"40403005"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"1-274.0"	"243783008"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"1-274.0"	"67338003"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"1-274.1"	"104847001"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"1-274.3"	"67338003"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"1-275.0"	"33367005"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"1-275.0"	"4992004"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"1-275.1"	"243783008"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"1-275.1"	"4992004"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"1-275.2"	"243783008"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"1-275.2"	"265484009"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"1-275.2"	"33367005"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"1-275.4"	"113021009"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"1-275.4"	"33367005"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"1-275.4"	"359947009"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"1-275.4"	"405831000119106"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"1-275.5"	"252427007"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"1-275.5"	"4992004"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"1-275.6"	"241230009"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"1-275.6"	"243783008"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"1-275.6"	"265484009"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"1-275.x"	"4992004"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"1-276.0"	"84200003"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"1-276.1"	"54640009"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"1-276.20"	"265483003"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"1-276.21"	"265484009"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"1-276.x"	"34945008"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"1-279.0"	"113021009"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"1-279.0"	"41976001"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"1-279.6"	"82982002"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"1-279.a"	"118806004"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"1-279.a"	"243783008"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"1-279.a"	"33367005"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"1-316.1"	"252650009"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"1-334"	"252895004"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"1-334.0"	"252895004"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"1-334.2"	"446750008"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"1-334.x"	"252895004"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"1-415"	"118719005"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"1-415"	"287538006"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"1-420.1"	"177124000"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"1-420.1"	"274312009"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"1-420.6"	"63820007"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"1-421.0"	"274312009"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"1-421.0"	"77974000"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"1-421.1"	"232571002"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"1-421.1"	"274312009"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"1-422.01"	"173437008"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"1-422.01"	"274312009"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"1-422.0x"	"274312009"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"1-422.0x"	"53858008"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"1-422.1"	"274312009"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"1-422.1"	"35219000"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"1-422.2"	"232539009"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"1-422.2"	"274312009"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"1-424"	"287550000"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"1-425.0"	"234270003"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"1-425.0"	"287549000"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"1-426.3"	"234272006"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"1-426.4"	"277590007"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"1-426.4"	"307188007"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"1-430.0"	"307822008"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"1-430.1"	"10847001"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"1-430.1"	"312849006"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"1-430.2"	"66258007"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"1-432.0"	"274312009"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"1-432.0"	"78603008"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"1-432.01"	"277590007"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"1-432.01"	"287465001"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"1-432.01"	"68660007"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"1-440.6"	"449193003"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"1-440.9"	"445982009"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"1-440.a"	"445982009"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"1-441.0"	"287489008"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"1-442.0"	"274325001"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"1-442.0"	"277590007"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"1-442.2"	"277590007"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"1-442.2"	"426070001"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"1-444.6"	"174035000"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"1-444.6"	"53767003"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"1-444.7"	"174035000"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"1-444.7"	"53767003"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"1-445"	"359715005"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"1-445"	"421265000"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"1-445"	"53767003"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"1-447"	"392157001"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"1-447"	"448588002"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"1-449.0"	"287491000"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"1-460.2"	"708624000"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"1-463.0"	"274326000"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
